Id,OrderId,ItemId
5c9c35cf-0b86-4b34-90c9-087ab1a4ac9f,f72e5c61-3e61-4d8d-b48b-60363d82d6bc,4bbd5a3d-2adf-464b-9569-af34943f7ae7
dec8ab92-1833-4db6-9854-5ae2c0f6d89b,6c50cb79-2c5b-40b3-a862-f0ba03f2b5f6,cc69d18a-e963-4fb3-b0ee-6a7951888536
e48f050b-40c6-4b4d-9cda-c717e467fc38,af682080-2e5c-4b95-a71d-3dd37e555733,6620de0e-704d-4ed9-856b-415969632326
a64c48fc-19ab-4d18-8e4e-7c41b012fe0d,220a1645-b180-423f-bc99-29a21b79ac91,b1b8ed76-587e-45ca-ae20-5293afb3be72
e05ed26f-2ea3-4968-9e23-e9e05df29cae,5e42b06d-d310-476a-9df3-5ac79df45147,979d33a2-c7f4-4d2c-ae18-900320184925
88320064-5d6f-43b0-af53-50a758429bdb,1d8c31dc-7c61-4e46-acc4-36f6f04b422f,6620de0e-704d-4ed9-856b-415969632326
471cb9c3-87eb-4a0e-a2e2-fae1bda5c5a5,e82f2e8d-6141-48b3-9a18-4514d42359ec,44262dd7-4ed1-469e-aa9d-615f6e678049
e6946102-57fc-49c3-893d-488254c98870,10f1db43-d333-4f23-aa99-097f984318b2,8bdeb382-fc4c-4539-984f-15f2220f963d
54e8a796-df53-47b8-ba4f-4d032b975029,c775b880-3fa9-4417-980b-39c0aac7857d,cc69d18a-e963-4fb3-b0ee-6a7951888536
0c37d6ee-b0a5-4576-a12d-53c338fa401c,9780d169-0598-4054-8db4-ce8ca626d143,8bdeb382-fc4c-4539-984f-15f2220f963d
3bee1fad-0996-488e-97b4-25c7b02d79c8,1e1b8215-ea7f-4c44-96c0-d096b79a9336,44262dd7-4ed1-469e-aa9d-615f6e678049
66b04b9d-cd23-4a5b-9eea-0ae12855e63b,ecbc8bc0-5f8e-4bab-8840-d9771d89317d,5cca8107-835c-480c-b829-33134c245f94
85f24087-98cd-422d-a718-fd258532ec64,c0a7c77b-b95d-403a-b579-bba6af48bb14,084255cb-5083-411e-8e99-68c25f3605c6
76892c9b-4ddc-4ac2-93ea-152ebdeac510,f10c78ec-b14f-4a53-b607-c7739e72d28b,5ff77eea-7ab6-4dfd-a64f-6ebdb37bb22d
13362ac7-2c19-4a0a-8f25-a9314bb11065,6a6d4222-1dc8-45d1-aa2d-de537c1b8e89,c1a1f8fb-fb83-4e07-8cd0-2d7b75ab8c7f
32c6457c-7a1d-484c-b2a4-c3857080d103,4b5e6072-8ad5-4609-9047-f032185850bc,5ff77eea-7ab6-4dfd-a64f-6ebdb37bb22d
f189da42-ffc2-4d87-86a4-a3ae992398bc,ac986151-159f-4acc-9ecf-8f09257eea7d,084255cb-5083-411e-8e99-68c25f3605c6
69ec1579-d3da-4bf0-bdcc-41e7c4d7be18,0853a113-af27-414f-902d-94ac9609f29f,979d33a2-c7f4-4d2c-ae18-900320184925
1023ee0a-1daa-438e-ad5c-ba51ededd869,f7e51b52-e2b6-41de-9fad-59c739dc84fe,084255cb-5083-411e-8e99-68c25f3605c6
be4342d9-217d-4773-b7bb-1f053807659c,d1356c3c-b48c-4216-8196-8cd63583bf61,979d33a2-c7f4-4d2c-ae18-900320184925
ec1c3aaa-3703-4b95-b412-500ffcf14f6d,bf25c4dd-be75-469b-8937-f43eae30e6b4,dfdcea94-898d-4011-a726-9f7497b36cef
1abdc352-d3ad-43de-b8ac-81e1588cea87,1f2574bf-372a-465f-a760-75ea23908fa4,979d33a2-c7f4-4d2c-ae18-900320184925
ddc9d52b-40b1-4d95-a1e7-fca931ff86c7,edd0bacc-5993-4567-aa6f-bad0f4f83af8,a7cb9e9e-283b-42b5-9f12-a3729af192f9
7815768c-d92d-45d4-af72-d2f47f474de1,d1a6331a-3d26-4367-8c8e-8848b5bbe6e2,979d33a2-c7f4-4d2c-ae18-900320184925
899d3b6c-393f-4197-b4b1-b1e94fbed40a,5206b6fc-c52f-46ab-9810-a23116ea7c79,8bdeb382-fc4c-4539-984f-15f2220f963d
1be63982-3af9-4748-aa84-736c5f605ca6,5a9d5496-6b01-4f09-938c-924a0f4212de,979d33a2-c7f4-4d2c-ae18-900320184925
