Id,OrderAt,StoreId,UserId
513b67a3-efb7-4f72-8dd8-8a38f47c58ae,2022-06-10 00:36:07,825710a6-9882-4a4e-ba0e-d1d5920366f1,0002860d-ae8d-412c-8b66-533e3535e695
abf6d770-28a2-4edd-8f04-d3d939936255,2023-01-16 00:43:45,e24cd40a-e22f-42bf-ba0c-477f4f4a8381,da4ab4e9-cfc4-4703-9050-c0a6c0176660
92a8a216-49fc-4e19-a0f9-8305b83514d1,2022-03-14 19:10:36,d027dda5-e2ba-402f-bf4d-0d9fe39311d7,e0cef08a-962f-4389-b803-3cedefeceb92
c54773f3-a011-449c-9a26-2e6cd98ea585,2023-03-13 17:30:06,d09e2ad7-e3c5-4ab8-8a90-41fead760e56,73f61e71-5f98-418e-8299-29343b14ec6c
976f4dcd-a548-42f3-a01f-efb1bcf9775d,2023-12-03 06:18:33,95047e31-c8d5-41fd-94a3-fcee539a2669,feae2c63-356a-4f73-9944-df84e9f4ea2e
a5d14088-52bc-4ba4-8467-e833332a31d2,2022-08-27 15:29:52,a4a6d4ab-88e1-4b2c-87bc-27870fa347a5,5c88b157-e259-428f-967a-a6a10fadfdc1
e1924e8b-85a6-4db6-8ca2-5aa9b893d0f2,2022-01-23 04:41:21,53431858-c1f4-4c07-8a30-424b05adc704,d31064e5-dacc-48ec-88b0-7de6995ee9a6
4d0ae626-762f-4075-9d56-2489e7eb722b,2023-08-21 06:17:23,331e90a5-4148-49c9-af2a-6e13f3a0d408,edc8f7e7-fe16-4e69-8b83-72a8068143df
20c2cb9b-b184-43ce-9e17-0e23abe943cc,2023-06-17 19:04:55,d09e2ad7-e3c5-4ab8-8a90-41fead760e56,c667c3da-2910-4829-a2e6-d39d0e0eea4f
578607c4-ba4c-459b-9e0c-b243e8e481b0,2023-10-03 01:12:42,e24cd40a-e22f-42bf-ba0c-477f4f4a8381,cfb5232b-0f25-4a57-b158-8a95e45c4a3e
2a216eff-3be3-4606-bb51-6ffee7cc70c0,2022-08-27 03:19:35,489721fd-6adc-40d5-a4ea-c4edfcacc890,e29d709b-5681-4dc5-91fa-ef6b71bd539f
21485900-1e64-4e62-ba6f-07845cada46d,2022-02-07 14:54:59,976687bf-becb-4810-8e29-15db2687b71f,681cb3b3-4f04-4efc-911b-09b0b466efb6
8f0a2c40-79e6-47bf-8dcb-d0f0ff25203b,2023-02-26 08:05:29,af420893-25a1-4e6c-bbd7-7fc2b390ba5c,88764b9d-4f37-42e1-ad3a-0dd7ea347cab
3b3c8781-3eae-4baf-ade7-d058272e5261,2022-02-28 06:04:32,00c2aa6b-b381-4df9-ba05-9a29ad849c6c,3effebb6-f285-40cc-9007-21282d2f5872
a23b048f-f08d-4adf-bc23-bba26212278c,2023-02-11 12:52:35,f9412459-5791-4707-8871-b123c13eee74,71bad59d-344e-4fcc-8f23-e4e893b14fc1
066af86f-7d12-4a16-804f-ec295a71a77a,2022-10-18 21:00:15,cbcbecd2-2d83-44ff-adc6-edbd0616bcfb,58f21190-557e-461f-99bb-6b48582ca861
a26928d3-3f7e-4262-a289-0c1b28e3579b,2023-08-20 10:58:50,71adbedc-5041-4c8b-9c07-b65b2ec2ddf6,a1332ee8-2c9b-4cc2-a18d-713b660697ce
701edbf9-cff2-42cc-b8bd-9a414fb8cb5b,2023-12-23 14:31:40,921356c5-a04e-479f-aaea-908ee8afb98a,e170f386-1520-4024-9968-4e43c4c10b88
fb8cf417-96ad-4378-9200-adaff18ad75e,2023-04-23 17:35:21,71adbedc-5041-4c8b-9c07-b65b2ec2ddf6,7e8b73b2-c4a1-4bd4-970a-1efba04d51de
c27e937e-657d-4ecd-a2d1-33edd65bcb0b,2023-02-03 12:36:21,6739365e-c336-4446-ba87-542a3858d11a,e30b1826-0a4e-4308-b3a9-de071a34c289
a21e0eed-e3cd-4209-a81b-74e35b9ff674,2023-09-20 08:03:24,3015438f-c2d7-4125-a166-a5b8a0b07b88,acdcc1f4-26a7-452d-96d4-d955a27907d7
ece315f6-a2e0-49ba-900f-8cba9fc62981,2023-10-05 02:07:41,5066de4d-ece5-49bd-aeda-051fca4a835a,b626d7bb-bb4f-4eb1-9d9a-3f335f47788a
d3d38814-5c9e-4b79-b21f-1c067d71e521,2023-12-13 11:09:09,3232ac43-0c77-4605-81ed-32236b95395b,3d5dee73-974c-4d15-8e55-fa552269ec79
8ee13c45-5233-41fd-994b-f246db330577,2023-04-09 21:45:49,85e364e1-b8da-4623-b1b4-9ab3f75ddc4a,630a44b1-c821-4e34-ab65-246920c178c8
e5c5f67d-4edb-4a57-8d39-a4b8adc90670,2023-09-05 04:52:46,331e90a5-4148-49c9-af2a-6e13f3a0d408,584f74e6-a121-4afe-b970-c1cdb8277284
752ec681-3ce8-43b2-86ab-254657ec2afa,2022-04-27 13:28:10,07d76de5-f46a-4c98-8652-01e56e303751,21ba6a73-be62-4287-be35-5fe2422bb254
4694625d-3eeb-4f6a-9293-4807c8bb56a5,2023-01-01 08:03:32,e1c7dca6-4b16-47d3-957c-6b18dda44569,de4699d0-28d8-49d5-9d44-2347e5ca1096
46009c74-2ae0-4ef3-8031-f853eab7d23f,2022-11-16 19:01:42,feac693c-931b-4954-9f4e-21fade8a137d,a6f69eb5-3710-441c-b7ed-fabe35baa9c2
7b96b4fa-477a-46de-bd77-c9033f40b086,2023-10-25 18:55:10,47a75677-bc1f-4cf2-8881-2f0f77b611c9,e688396a-7552-4800-916c-1a4e662dde24
05502bdc-3b6b-4776-bb5b-da8d205cdb76,2023-03-27 06:46:10,489721fd-6adc-40d5-a4ea-c4edfcacc890,aa0400ee-e942-4179-9d62-bb81ebc39eeb
