Id,Name,Type,Address
00ea8839-3d9c-45de-a0c7-1da559554c86,카페베네 양천구4호점,카페베네,서울시 양천구 68길 86
b20561c2-48b0-44f3-bbc6-721448e9c887,스타벅스 동구7호점,스타벅스,화성시 동구 31길 94
78154d10-445d-4f59-9e42-bc0e79a4032a,투썸 성북구1호점,투썸,수원시 성북구 58길 27
3da88f3f-04f3-4bb2-bf95-239f37b61e7a,빽다방 남구8호점,빽다방,나주시 남구 20길 9
049afba2-0ccc-4f31-a4a0-c2b145c19de0,카페베네 광산구10호점,카페베네,수원시 광산구 76길 41
8ccd7cf6-04ad-446a-a491-d20e15aa52ae,스타벅스 양천구2호점,스타벅스,인천시 양천구 45길 1
f9412459-5791-4707-8871-b123c13eee74,카페베네 중랑구1호점,카페베네,춘천시 중랑구 91길 48
e278bba1-9b6b-4929-9779-c7524c3a66a8,파스쿠찌 강남구5호점,파스쿠찌,과천시 강남구 37길 72
feac693c-931b-4954-9f4e-21fade8a137d,투썸 성북구6호점,투썸,고양시 성북구 26길 39
e16026f4-68c9-408c-b948-34e41cade557,이디야 마포구9호점,이디야,파주시 마포구 1길 95
01cd0d96-2549-4c4c-8ff0-d66fdab359db,이디야 강서구1호점,이디야,인천시 강서구 80길 55
0b7d9578-4d52-4b92-90c7-88e4fc072503,투썸 중구3호점,투썸,용인시 중구 76길 18
ea1ce172-55bf-40f9-a123-e32b1a2e874c,파스쿠찌 서구7호점,파스쿠찌,양주시 서구 54길 35
6a6c73b5-2bbd-496d-ba5c-22ad0c065e5b,이디야 도봉구8호점,이디야,부산시 도봉구 74길 69
ba0c7dc8-1133-4c92-8c7e-8f369f82c179,빽다방 강북구4호점,빽다방,양주시 강북구 91길 87
6f32a27c-3bfc-4d16-8e75-cc56990f9707,빽다방 마포구2호점,빽다방,나주시 마포구 23길 67
66e08f4d-eef7-4f14-8b40-53142354c688,카페베네 남구3호점,카페베네,과천시 남구 63길 88
4fdedaa2-6e80-4ff0-8d67-68c7456fd3ab,파스쿠찌 북구3호점,파스쿠찌,가평시 북구 49길 42
9f68a15f-1be0-48f7-9b5a-694d8c4c0b02,투썸 서구10호점,투썸,대구시 서구 88길 18
6da1315b-72ae-4b85-a2a1-e92949a706a3,커피빈 북구7호점,커피빈,용인시 북구 29길 31
1ebd38e8-6bfe-47a7-a2db-b18778893e35,커피빈 양천구9호점,커피빈,화성시 양천구 86길 69
e45ed884-c3e9-4430-b338-fcdc127f7788,투썸 북구5호점,투썸,남양주시 북구 58길 61
af420893-25a1-4e6c-bbd7-7fc2b390ba5c,할리스 중남구8호점,할리스,창원시 중남구 19길 76
e24cd40a-e22f-42bf-ba0c-477f4f4a8381,커피빈 서구3호점,커피빈,용인시 서구 4길 78
53431858-c1f4-4c07-8a30-424b05adc704,스타벅스 성북구6호점,스타벅스,광주시 성북구 3길 67
f941193e-9cb3-430e-9e71-759a1f4fff49,투썸 강동구9호점,투썸,춘천시 강동구 98길 94
30fe2c90-256d-49be-95af-1a370c908b34,스타벅스 서구3호점,스타벅스,나주시 서구 56길 85
85e364e1-b8da-4623-b1b4-9ab3f75ddc4a,파스쿠찌 은평구4호점,파스쿠찌,양평시 은평구 39길 88
6960b76c-0982-42db-bf8e-17a2aeb97a04,커피빈 강동구7호점,커피빈,과천시 강동구 51길 16
0e3b9822-4e80-48c4-9551-0646ac71a35f,별다방 도봉구6호점,별다방,파주시 도봉구 22길 23
2fac6710-fe9f-42bd-8f25-b33161dba183,할리스 중남구3호점,할리스,시흥시 중남구 4길 62
2375990e-3cea-4ebb-863d-c52285fb15e9,스타벅스 양천구5호점,스타벅스,전주시 양천구 76길 79
22c503f8-b07c-4283-8443-09535e227fb5,파스쿠찌 영도구1호점,파스쿠찌,화성시 영도구 32길 63
7793d1ea-9e79-40cf-a96d-c54d4aaddb3b,파스쿠찌 광산구4호점,파스쿠찌,수원시 광산구 33길 53
dc5b5bbe-ddfc-4c20-b11c-9764aa02b58f,카페베네 마포구7호점,카페베네,대구시 마포구 95길 11
1c506338-41b4-4baf-83e8-e0d82199276c,이디야 양천구5호점,이디야,용인시 양천구 7길 23
d92e6466-42c8-4119-a245-e0c791723741,스타벅스 성북구9호점,스타벅스,남양주시 성북구 40길 33
6c706415-da69-4b6e-b83b-d52a9ba75083,파스쿠찌 서북구8호점,파스쿠찌,인천시 서북구 44길 92
07d76de5-f46a-4c98-8652-01e56e303751,별다방 남구9호점,별다방,전주시 남구 69길 88
d0c30667-28cc-4912-a98f-82885631c6d1,별다방 동구8호점,별다방,하남시 동구 91길 9
47a75677-bc1f-4cf2-8881-2f0f77b611c9,투썸 강서구8호점,투썸,창원시 강서구 36길 94
6045d2cf-9600-4039-8ddc-c4f0e72e1569,파스쿠찌 북구6호점,파스쿠찌,나주시 북구 96길 39
b5194b77-6bc6-4896-8af9-42abb0f9599b,파스쿠찌 양천구4호점,파스쿠찌,평택시 양천구 97길 46
d6f854c7-5f9c-4615-a9b5-e5278e24bcae,할리스 서구7호점,할리스,오산시 서구 65길 74
fab45d57-c584-426b-8d0f-8cb5d3970672,투썸 북구10호점,투썸,전주시 북구 94길 27
7ff34e15-77c2-461f-be49-3e2171000e11,할리스 강북구7호점,할리스,하남시 강북구 61길 70
8ff48316-ca1f-4df8-8efe-47bdd0ce8d3a,할리스 중랑구7호점,할리스,전주시 중랑구 19길 76
76d80535-759f-4ed7-83ee-b72ada6b1c83,이디야 노원구6호점,이디야,광주시 노원구 49길 53
8c25127b-270c-42a9-a640-00175d0a166a,파스쿠찌 북구10호점,파스쿠찌,가평시 북구 34길 25
82d05b45-ba03-4c08-b1fa-0c312befb620,할리스 남구2호점,할리스,하남시 남구 49길 13
6b94fa36-54ca-4e0d-9b06-debee60e2a50,커피빈 서북구4호점,커피빈,과천시 서북구 14길 9
61c23c85-11a9-430f-99aa-56ec6b15e443,투썸 동구3호점,투썸,인천시 동구 91길 39
09bcfceb-2b9a-4657-898b-79e1555bfb58,이디야 중랑구7호점,이디야,부산시 중랑구 37길 81
c1ab99ba-cd82-4399-94ad-15471b80ee3f,이디야 서구9호점,이디야,화성시 서구 8길 47
3232ac43-0c77-4605-81ed-32236b95395b,별다방 영도구5호점,별다방,오산시 영도구 67길 32
501d858e-d31f-4af8-9a3a-e26ae5d26304,빽다방 동구5호점,빽다방,양평시 동구 23길 50
95047e31-c8d5-41fd-94a3-fcee539a2669,투썸 영도구2호점,투썸,성남시 영도구 75길 93
7e3fe677-8eb6-4c64-9a2f-2406ca79705e,이디야 성북구2호점,이디야,평택시 성북구 35길 87
9c95f39a-44b9-4c60-a526-21758cf6564f,빽다방 강서구9호점,빽다방,남양주시 강서구 43길 38
825710a6-9882-4a4e-ba0e-d1d5920366f1,할리스 노원구9호점,할리스,서울시 노원구 21길 59
cbcbecd2-2d83-44ff-adc6-edbd0616bcfb,별다방 북구6호점,별다방,춘천시 북구 18길 57
5c199bad-1193-4147-920a-3533dbe49a69,파스쿠찌 노원구3호점,파스쿠찌,서울시 노원구 7길 91
92f36258-fe9b-4171-a020-0495d6046a6b,카페베네 강동구9호점,카페베네,부산시 강동구 32길 81
80eca7bb-ba83-4736-9e81-1672f34cc2a3,카페베네 북구8호점,카페베네,춘천시 북구 14길 26
27cf259d-c825-4ce6-96c1-cdd5e9e283e8,카페베네 강남구6호점,카페베네,광주시 강남구 44길 38
17bc4477-032c-45a6-bab1-9470d31f64d8,카페베네 노원구8호점,카페베네,창원시 노원구 34길 59
e1c7dca6-4b16-47d3-957c-6b18dda44569,파스쿠찌 종로구3호점,파스쿠찌,광주시 종로구 8길 51
e654d563-49f6-4cea-9811-7f136d3ca3f6,카페베네 강서구1호점,카페베네,대구시 강서구 84길 6
b43b1c6e-6a62-4d8e-a85d-f9b1244236db,이디야 남구9호점,이디야,오산시 남구 34길 78
5066de4d-ece5-49bd-aeda-051fca4a835a,카페베네 중랑구5호점,카페베네,창원시 중랑구 83길 97
d027dda5-e2ba-402f-bf4d-0d9fe39311d7,카페베네 강북구1호점,카페베네,고양시 강북구 8길 37
976687bf-becb-4810-8e29-15db2687b71f,할리스 중구9호점,할리스,화성시 중구 44길 88
a4a6d4ab-88e1-4b2c-87bc-27870fa347a5,카페베네 강남구2호점,카페베네,나주시 강남구 82길 58
33ab2882-9838-4daa-80d1-1413284e90fa,별다방 양천구2호점,별다방,용인시 양천구 66길 12
376a2e57-9db3-44ce-b9d9-66cad9174672,커피빈 북구8호점,커피빈,대구시 북구 18길 39
331e90a5-4148-49c9-af2a-6e13f3a0d408,스타벅스 중구6호점,스타벅스,김포시 중구 96길 5
fcd2c6ac-a522-4a68-89b8-0ca1fe26cc4c,별다방 강동구7호점,별다방,대구시 강동구 20길 36
489721fd-6adc-40d5-a4ea-c4edfcacc890,커피빈 강남구3호점,커피빈,고양시 강남구 24길 66
87fd947a-2ce1-4af9-b875-06a8ae470fd4,투썸 강서구8호점,투썸,양주시 강서구 54길 68
3015438f-c2d7-4125-a166-a5b8a0b07b88,할리스 종로구7호점,할리스,고양시 종로구 9길 53
6739365e-c336-4446-ba87-542a3858d11a,할리스 영도구5호점,할리스,수원시 영도구 79길 57
15bb7360-189d-41ca-af6d-e786a4e96d41,투썸 중랑구1호점,투썸,과천시 중랑구 23길 79
54640117-0759-49e9-bba7-dc99e5148c34,커피빈 광산구6호점,커피빈,부산시 광산구 97길 61
30e69bf1-0db9-4f31-9a6b-2374b9593c11,할리스 중구2호점,할리스,용인시 중구 61길 69
001d4b54-2dfa-4e62-aca9-e937f822573a,카페베네 도봉구8호점,카페베네,용인시 도봉구 36길 95
9f4805d2-5e81-4bb7-9fa6-2f7ff84e357e,카페베네 중구9호점,카페베네,오산시 중구 1길 67
